"Sample_ID","Customer_Name","Subject_Barcode","Synonym_clean","female","male","full_sib","CIP","DArT"
"24-PEP-02-P07D04S000028","24-PEP-02-P07_D04","CIP318133.046","CIP318133.046","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D05S000036","24-PEP-02-P07_D05","CIP318133.060","CIP318133.060","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D06S000044","24-PEP-02-P07_D06","CIP318133.063","CIP318133.063","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D07S000052","24-PEP-02-P07_D07","CIP318133.068","CIP318133.068","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D08S000060","24-PEP-02-P07_D08","CIP318133.073","CIP318133.073","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D09S000068","24-PEP-02-P07_D09","CIP318133.085","CIP318133.085","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D10S000076","24-PEP-02-P07_D10","CIP318133.093","CIP318133.093","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D11S000084","24-PEP-02-P07_D11","CIP318133.098","CIP318133.098","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07D12S000092","24-PEP-02-P07_D12","CIP318133.100","CIP318133.100","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E01S000005","24-PEP-02-P07_E01","CIP318133.104","CIP318133.104","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E02S000013","24-PEP-02-P07_E02","CIP318133.106","CIP318133.106","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E03S000021","24-PEP-02-P07_E03","CIP318133.115","CIP318133.115","CIP512007.99","CIP398208.620","CIP512007.99_x_CIP398208.620",TRUE,TRUE
"24-PEP-02-P07E04S000029","24-PEP-02-P07_E04","CIP318134.001","CIP318134.001","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E05S000037","24-PEP-02-P07_E05","CIP318134.010","CIP318134.010","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E06S000045","24-PEP-02-P07_E06","CIP318134.017","CIP318134.017","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E07S000053","24-PEP-02-P07_E07","CIP318134.053","CIP318134.053","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E08S000061","24-PEP-02-P07_E08","CIP318134.059","CIP318134.059","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E09S000069","24-PEP-02-P07_E09","CIP318134.087","CIP318134.087","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E10S000077","24-PEP-02-P07_E10","CIP318134.095","CIP318134.095","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E11S000085","24-PEP-02-P07_E11","CIP318134.097","CIP318134.097","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07E12S000093","24-PEP-02-P07_E12","CIP318134.098","CIP318134.098","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F01S000006","24-PEP-02-P07_F01","CIP318134.107","CIP318134.107","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F02S000014","24-PEP-02-P07_F02","CIP318134.115","CIP318134.115","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F03S000022","24-PEP-02-P07_F03","CIP318134.118","CIP318134.118","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F04S000030","24-PEP-02-P07_F04","CIP318134.120","CIP318134.120","CIP512007.99","CIP308498.280","CIP512007.99_x_CIP308498.280",TRUE,TRUE
"24-PEP-02-P07F05S000038","24-PEP-02-P07_F05","CIP318135.005","CIP318135.005","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F06S000046","24-PEP-02-P07_F06","CIP318135.007","CIP318135.007","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F07S000054","24-PEP-02-P07_F07","CIP318135.022","CIP318135.022","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F08S000062","24-PEP-02-P07_F08","CIP318135.024","CIP318135.024","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F09S000070","24-PEP-02-P07_F09","CIP318135.025","CIP318135.025","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F10S000078","24-PEP-02-P07_F10","CIP318135.027","CIP318135.027","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F11S000086","24-PEP-02-P07_F11","CIP318135.029","CIP318135.029","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07F12S000094","24-PEP-02-P07_F12","CIP318135.034","CIP318135.034","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G01S000007","24-PEP-02-P07_G01","CIP318135.038","CIP318135.038","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G02S000015","24-PEP-02-P07_G02","CIP318135.041","CIP318135.041","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G03S000023","24-PEP-02-P07_G03","CIP318135.042","CIP318135.042","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G04S000031","24-PEP-02-P07_G04","CIP318135.047","CIP318135.047","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G05S000039","24-PEP-02-P07_G05","CIP318135.051","CIP318135.051","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G06S000047","24-PEP-02-P07_G06","CIP318135.052","CIP318135.052","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G07S000055","24-PEP-02-P07_G07","CIP318135.053","CIP318135.053","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G08S000063","24-PEP-02-P07_G08","CIP318135.054","CIP318135.054","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G09S000071","24-PEP-02-P07_G09","CIP318135.058","CIP318135.058","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G10S000079","24-PEP-02-P07_G10","CIP318135.060","CIP318135.060","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G11S000087","24-PEP-02-P07_G11","CIP318135.066","CIP318135.066","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07G12S000095","24-PEP-02-P07_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P07H01S000008","24-PEP-02-P07_H01","CIP318135.068","CIP318135.068","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H02S000016","24-PEP-02-P07_H02","CIP318135.070","CIP318135.070","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H03S000024","24-PEP-02-P07_H03","CIP318135.072","CIP318135.072","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H04S000032","24-PEP-02-P07_H04","CIP318135.073","CIP318135.073","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H05S000040","24-PEP-02-P07_H05","CIP318135.074","CIP318135.074","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H06S000048","24-PEP-02-P07_H06","CIP318135.077","CIP318135.077","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H07S000056","24-PEP-02-P07_H07","CIP318135.078","CIP318135.078","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H08S000064","24-PEP-02-P07_H08","CIP318135.083","CIP318135.083","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H09S000072","24-PEP-02-P07_H09","CIP318135.084","CIP318135.084","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H10S000080","24-PEP-02-P07_H10","CIP318135.085","CIP318135.085","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H11S000088","24-PEP-02-P07_H11","CIP318135.089","CIP318135.089","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P07H12S000096","24-PEP-02-P07_H12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P08A01S000001","24-PEP-02-P08_A01","CIP318135.094","CIP318135.094","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A02S000009","24-PEP-02-P08_A02","CIP318135.100","CIP318135.100","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A03S000017","24-PEP-02-P08_A03","CIP318135.102","CIP318135.102","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A04S000025","24-PEP-02-P08_A04","CIP318135.103","CIP318135.103","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A05S000033","24-PEP-02-P08_A05","CIP318135.106","CIP318135.106","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A06S000041","24-PEP-02-P08_A06","CIP318135.114","CIP318135.114","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A07S000049","24-PEP-02-P08_A07","CIP318135.116","CIP318135.116","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A08S000057","24-PEP-02-P08_A08","CIP318135.118","CIP318135.118","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A09S000065","24-PEP-02-P08_A09","CIP318135.119","CIP318135.119","CIP512007.99","CIP312896.025","CIP512007.99_x_CIP312896.025",TRUE,TRUE
"24-PEP-02-P08A10S000073","24-PEP-02-P08_A10","PE24CLM-GENO-ST01-00001",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08A11S000081","24-PEP-02-P08_A11","PE24CLM-GENO-ST01-00002",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08A12S000089","24-PEP-02-P08_A12","PE24CLM-GENO-ST01-00003",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B01S000002","24-PEP-02-P08_B01","PE24CLM-GENO-ST01-00004",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B02S000010","24-PEP-02-P08_B02","PE24CLM-GENO-ST01-00005",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B03S000018","24-PEP-02-P08_B03","PE24CLM-GENO-ST01-00006",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B04S000026","24-PEP-02-P08_B04","PE24CLM-GENO-ST01-00007",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B05S000034","24-PEP-02-P08_B05","PE24CLM-GENO-ST01-00008",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B06S000042","24-PEP-02-P08_B06","PE24CLM-GENO-ST01-00009",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B07S000050","24-PEP-02-P08_B07","PE24CLM-GENO-ST01-00010",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B08S000058","24-PEP-02-P08_B08","PE24CLM-GENO-ST01-00011",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B09S000066","24-PEP-02-P08_B09","PE24CLM-GENO-ST01-00012",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B10S000074","24-PEP-02-P08_B10","PE24CLM-GENO-ST01-00013",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B11S000082","24-PEP-02-P08_B11","PE24CLM-GENO-ST01-00014",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08B12S000090","24-PEP-02-P08_B12","PE24CLM-GENO-ST01-00015",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C01S000003","24-PEP-02-P08_C01","PE24CLM-GENO-ST01-00016",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C02S000011","24-PEP-02-P08_C02","PE24CLM-GENO-ST01-00017",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C03S000019","24-PEP-02-P08_C03","PE24CLM-GENO-ST01-00018",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C04S000027","24-PEP-02-P08_C04","PE24CLM-GENO-ST01-00019",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C05S000035","24-PEP-02-P08_C05","PE24CLM-GENO-ST01-00020",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C06S000043","24-PEP-02-P08_C06","PE24CLM-GENO-ST01-00021",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C07S000051","24-PEP-02-P08_C07","PE24CLM-GENO-ST01-00022",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C08S000059","24-PEP-02-P08_C08","PE24CLM-GENO-ST01-00023",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C09S000067","24-PEP-02-P08_C09","PE24CLM-GENO-ST01-00024",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C10S000075","24-PEP-02-P08_C10","PE24CLM-GENO-ST01-00025",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C11S000083","24-PEP-02-P08_C11","PE24CLM-GENO-ST01-00026",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08C12S000091","24-PEP-02-P08_C12","PE24CLM-GENO-ST01-00027",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D01S000004","24-PEP-02-P08_D01","PE24CLM-GENO-ST01-00028",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D02S000012","24-PEP-02-P08_D02","PE24CLM-GENO-ST01-00029",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D03S000020","24-PEP-02-P08_D03","PE24CLM-GENO-ST01-00030",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D04S000028","24-PEP-02-P08_D04","PE24CLM-GENO-ST01-00031",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D05S000036","24-PEP-02-P08_D05","PE24CLM-GENO-ST01-00032",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D06S000044","24-PEP-02-P08_D06","PE24CLM-GENO-ST01-00033",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D07S000052","24-PEP-02-P08_D07","PE24CLM-GENO-ST01-00034",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D08S000060","24-PEP-02-P08_D08","PE24CLM-GENO-ST01-00035",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D09S000068","24-PEP-02-P08_D09","PE24CLM-GENO-ST01-00036",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D10S000076","24-PEP-02-P08_D10","PE24CLM-GENO-ST01-00037",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D11S000084","24-PEP-02-P08_D11","PE24CLM-GENO-ST01-00038",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08D12S000092","24-PEP-02-P08_D12","PE24CLM-GENO-ST01-00039",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E01S000005","24-PEP-02-P08_E01","PE24CLM-GENO-ST01-00040",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E02S000013","24-PEP-02-P08_E02","PE24CLM-GENO-ST01-00041",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E03S000021","24-PEP-02-P08_E03","PE24CLM-GENO-ST01-00042",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E04S000029","24-PEP-02-P08_E04","PE24CLM-GENO-ST01-00043",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E05S000037","24-PEP-02-P08_E05","PE24CLM-GENO-ST01-00044",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E06S000045","24-PEP-02-P08_E06","PE24CLM-GENO-ST01-00045",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E07S000053","24-PEP-02-P08_E07","PE24CLM-GENO-ST01-00046",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E08S000061","24-PEP-02-P08_E08","PE24CLM-GENO-ST01-00047",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E09S000069","24-PEP-02-P08_E09","PE24CLM-GENO-ST01-00048",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E10S000077","24-PEP-02-P08_E10","PE24CLM-GENO-ST01-00049",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E11S000085","24-PEP-02-P08_E11","PE24CLM-GENO-ST01-00050",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08E12S000093","24-PEP-02-P08_E12","PE24CLM-GENO-ST01-00051",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F01S000006","24-PEP-02-P08_F01","PE24CLM-GENO-ST01-00052",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F02S000014","24-PEP-02-P08_F02","PE24CLM-GENO-ST01-00053",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F03S000022","24-PEP-02-P08_F03","PE24CLM-GENO-ST01-00054",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F04S000030","24-PEP-02-P08_F04","PE24CLM-GENO-ST01-00055",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F05S000038","24-PEP-02-P08_F05","PE24CLM-GENO-ST01-00056",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F06S000046","24-PEP-02-P08_F06","PE24CLM-GENO-ST01-00057",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F07S000054","24-PEP-02-P08_F07","PE24CLM-GENO-ST01-00058",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F08S000062","24-PEP-02-P08_F08","PE24CLM-GENO-ST01-00059",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F09S000070","24-PEP-02-P08_F09","PE24CLM-GENO-ST01-00060",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F10S000078","24-PEP-02-P08_F10","PE24CLM-GENO-ST01-00061",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F11S000086","24-PEP-02-P08_F11","PE24CLM-GENO-ST01-00062",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08F12S000094","24-PEP-02-P08_F12","PE24CLM-GENO-ST01-00063",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G01S000007","24-PEP-02-P08_G01","PE24CLM-GENO-ST01-00064",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G02S000015","24-PEP-02-P08_G02","PE24CLM-GENO-ST01-00065",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G03S000023","24-PEP-02-P08_G03","PE24CLM-GENO-ST01-00066",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G04S000031","24-PEP-02-P08_G04","PE24CLM-GENO-ST01-00067",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G05S000039","24-PEP-02-P08_G05","PE24CLM-GENO-ST01-00068",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G06S000047","24-PEP-02-P08_G06","PE24CLM-GENO-ST01-00069",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G07S000055","24-PEP-02-P08_G07","PE24CLM-GENO-ST01-00070",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G08S000063","24-PEP-02-P08_G08","PE24CLM-GENO-ST01-00071",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G09S000071","24-PEP-02-P08_G09","PE24CLM-GENO-ST01-00072",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G10S000079","24-PEP-02-P08_G10","PE24CLM-GENO-ST01-00073",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G11S000087","24-PEP-02-P08_G11","PE24CLM-GENO-ST01-00074",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08G12S000095","24-PEP-02-P08_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P08H01S000008","24-PEP-02-P08_H01","PE24CLM-GENO-ST01-00075",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H02S000016","24-PEP-02-P08_H02","PE24CLM-GENO-ST01-00076",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H03S000024","24-PEP-02-P08_H03","PE24CLM-GENO-ST01-00077",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H04S000032","24-PEP-02-P08_H04","PE24CLM-GENO-ST01-00078",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H05S000040","24-PEP-02-P08_H05","PE24CLM-GENO-ST01-00079",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H06S000048","24-PEP-02-P08_H06","PE24CLM-GENO-ST01-00080",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H07S000056","24-PEP-02-P08_H07","PE24CLM-GENO-ST01-00081",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H08S000064","24-PEP-02-P08_H08","PE24CLM-GENO-ST01-00082",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H09S000072","24-PEP-02-P08_H09","PE24CLM-GENO-ST01-00083",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H10S000080","24-PEP-02-P08_H10","PE24CLM-GENO-ST01-00084",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H11S000088","24-PEP-02-P08_H11","PE24CLM-GENO-ST01-00085",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P08H12S000096","24-PEP-02-P08_H12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P09A01S000001","24-PEP-02-P09_A01","PE24CLM-GENO-ST01-00087",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A02S000009","24-PEP-02-P09_A02","PE24CLM-GENO-ST01-00088",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A03S000017","24-PEP-02-P09_A03","PE24CLM-GENO-ST01-00089",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A04S000025","24-PEP-02-P09_A04","PE24CLM-GENO-ST01-00091",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A05S000033","24-PEP-02-P09_A05","PE24CLM-GENO-ST01-00092",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A06S000041","24-PEP-02-P09_A06","PE24CLM-GENO-ST01-00093",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A07S000049","24-PEP-02-P09_A07","PE24CLM-GENO-ST01-00094",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A08S000057","24-PEP-02-P09_A08","PE24CLM-GENO-ST01-00095",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A09S000065","24-PEP-02-P09_A09","PE24CLM-GENO-ST01-00096",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A10S000073","24-PEP-02-P09_A10","PE24CLM-GENO-ST01-00097",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A11S000081","24-PEP-02-P09_A11","PE24CLM-GENO-ST01-00098",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09A12S000089","24-PEP-02-P09_A12","PE24CLM-GENO-ST01-00086",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B01S000002","24-PEP-02-P09_B01","PE24CLM-GENO-ST01-00099",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B02S000010","24-PEP-02-P09_B02","PE24CLM-GENO-ST01-00100",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B03S000018","24-PEP-02-P09_B03","PE24CLM-GENO-ST01-00101",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B04S000026","24-PEP-02-P09_B04","PE24CLM-GENO-ST01-00102",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B05S000034","24-PEP-02-P09_B05","PE24CLM-GENO-ST01-00103",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B06S000042","24-PEP-02-P09_B06","PE24CLM-GENO-ST01-00104",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B07S000050","24-PEP-02-P09_B07","PE24CLM-GENO-ST01-00105",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B08S000058","24-PEP-02-P09_B08","PE24CLM-GENO-ST01-00106",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B09S000066","24-PEP-02-P09_B09","PE24CLM-GENO-ST01-00107",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B10S000074","24-PEP-02-P09_B10","PE24CLM-GENO-ST01-00108",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B11S000082","24-PEP-02-P09_B11","PE24CLM-GENO-ST01-00109",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09B12S000090","24-PEP-02-P09_B12","PE24CLM-GENO-ST01-00110",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C01S000003","24-PEP-02-P09_C01","PE24CLM-GENO-ST01-00111",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C02S000011","24-PEP-02-P09_C02","PE24CLM-GENO-ST01-00112",NA,NA,NA,NA,TRUE,TRUE
